Region,State,City,SubCategory,ProductName,Quantity,Sales,Profit
Central,Illinois,Rockford,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",4,11.42,-18.84
Central,Illinois,Rockford,Binders,"GBC Premium Transparent Covers with Diagonal Lined Pattern",8,33.57,-53.71
Central,Illinois,Rockford,Binders,"GBC ProClick 150 Presentation Binding System",7,442.37,-729.91
Central,Illinois,Rockford,Binders,"Wilson Jones International Size A4 Ring Binders",4,13.84,-22.14
Central,Illinois,Rockford,Binders,NULL,26,502.93,-827.28
Central,Illinois,Rockford,Chairs,"Global Stack Chair without Arms, Black",14,254.6,-18.19
Central,Illinois,Rockford,Chairs,NULL,14,254.6,-18.19
Central,Illinois,Rockford,Paper,"Things To Do Today Spiral Book",6,38.02,13.78
Central,Illinois,Rockford,Paper,"Xerox 1940",4,175.87,63.75
Central,Illinois,Rockford,Paper,NULL,10,213.89000000000001,77.53
Central,Illinois,Rockford,Phones,"Nokia Lumia 1020",4,1,144
Central,Illinois,Rockford,Phones,NULL,4,1,144
Central,Illinois,Rockford,Tables,"Bretford ※Just In Time§ Height-Adjustable Multi-Task Work Tables",3,626.1,-538.45
Central,Illinois,Rockford,Tables,NULL,3,626.1,-538.45
Central,Illinois,Rockford,NULL,NULL,64,1727.2599999999998,-1149.52
Central,Illinois,Romeoville,Binders,"Avery Flip-Chart Easel Binder, Black",2,8.95,-14.77
Central,Illinois,Romeoville,Binders,NULL,2,8.95,-14.77
Central,Illinois,Romeoville,NULL,NULL,2,8.95,-14.77
Central,Illinois,"Saint Charles",Accessories,"Enermax Acrylux Wireless Keyboard",8,637.44,135.46
Central,Illinois,"Saint Charles",Accessories,NULL,8,637.44,135.46
Central,Illinois,"Saint Charles",Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",2,59.9,14.23
Central,Illinois,"Saint Charles",Art,NULL,2,59.9,14.23
Central,Illinois,"Saint Charles",Furnishings,"Eldon Delta Triangular Chair Mat, 52" x 58""",2,30.34,-31.86
Central,Illinois,"Saint Charles",Furnishings,"Howard Miller 11-1/2" Diameter Grantwood Wall Clock"",3,51.76,-33.64
Central,Illinois,"Saint Charles",Furnishings,"Master Caster Door Stop, Large Brown",3,8.74,-4.8
Central,Illinois,"Saint Charles",Furnishings,NULL,8,90.83999999999999,-70.3
Central,Illinois,"Saint Charles",Machines,"Star Micronics TSP800 TSP847IIU Receipt Printer",2,600.53,137.26
Central,Illinois,"Saint Charles",Machines,NULL,2,600.53,137.26
Central,Illinois,"Saint Charles",NULL,NULL,20,1388.71,216.64999999999998
Central,Illinois,Skokie,Accessories,"Logitech Desktop MK120 Mouse and keyboard Combo",3,39.26,-4.91
Central,Illinois,Skokie,Accessories,NULL,3,39.26,-4.91
Central,Illinois,Skokie,Art,"Prismacolor Color Pencil Set",6,95.23,25
Central,Illinois,Skokie,Art,NULL,6,95.23,25
Central,Illinois,Skokie,Binders,"Avery Durable Binders",4,2.3,-3.57
Central,Illinois,Skokie,Binders,"Fellowes Binding Cases",4,9.36,-16.38
Central,Illinois,Skokie,Binders,"GBC Twin Loop Wire Binding Elements, 9/16" Spine",4,12.18,-18.87
Central,Illinois,Skokie,Binders,NULL,12,23.84,-38.82
Central,Illinois,Skokie,Fasteners,Staples,2,12.62,3.95
Central,Illinois,Skokie,Fasteners,NULL,2,12.62,3.95
Central,Illinois,Skokie,Furnishings,"DAX Wood Document Frame",6,32.95,-19.77
Central,Illinois,Skokie,Furnishings,"Howard Miller 13" Diameter Goldtone Round Wall Clock"",3,56.33,-26.76
Central,Illinois,Skokie,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60""",6,266.35,-292.99
Central,Illinois,Skokie,Furnishings,NULL,15,355.63,-339.52
Central,Illinois,Skokie,Paper,"Rediform Wirebound "Phone Memo"" Message Book",2,12.22,4.43
Central,Illinois,Skokie,Paper,NULL,2,12.22,4.43
Central,Illinois,Skokie,Storage,"Staple magnet",4,30.02,3
Central,Illinois,Skokie,Storage,NULL,4,30.02,3
Central,Illinois,Skokie,NULL,NULL,44,568.82,-346.87
Central,Illinois,"Tinley Park",Furnishings,"Staple-based wall hangings",7,22.29,-8.92
Central,Illinois,"Tinley Park",Furnishings,NULL,7,22.29,-8.92
Central,Illinois,"Tinley Park",NULL,NULL,7,22.29,-8.92
Central,Illinois,Wheeling,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",4,121.54,15.19
Central,Illinois,Wheeling,Art,NULL,4,121.54,15.19
Central,Illinois,Wheeling,Furnishings,"Executive Impressions 12" Wall Clock"",2,14.14,-7.77
Central,Illinois,Wheeling,Furnishings,NULL,2,14.14,-7.77
Central,Illinois,Wheeling,Tables,"Bretford CR8500 Series Meeting Room Furniture",3,601.47,-300.74
Central,Illinois,Wheeling,Tables,NULL,3,601.47,-300.74
Central,Illinois,Wheeling,NULL,NULL,9,737.1500000000001,-293.32
Central,Illinois,Woodstock,Art,"Crayola Anti Dust Chalk, 12/Pack",2,2.91,0.91
Central,Illinois,Woodstock,Art,NULL,2,2.91,0.91
Central,Illinois,Woodstock,Binders,"GBC Standard Plastic Binding Systems Combs",5,8.85,-13.72
Central,Illinois,Woodstock,Binders,NULL,5,8.85,-13.72
Central,Illinois,Woodstock,Chairs,"Global Manager's Adjustable Task Chair, Storm",8,845.49,-12.08
Central,Illinois,Woodstock,Chairs,NULL,8,845.49,-12.08
Central,Illinois,Woodstock,NULL,NULL,15,857.25,-24.89
Central,Illinois,NULL,NULL,NULL,1845,60185.769999999975,-8537.52
Central,Indiana,Bloomington,Binders,"Wilson Jones Active Use Binders",4,29.12,14.27
Central,Indiana,Bloomington,Binders,NULL,4,29.12,14.27
Central,Indiana,Bloomington,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",5,78.35,36.82
Central,Indiana,Bloomington,Envelopes,NULL,5,78.35,36.82
Central,Indiana,Bloomington,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,127.95,21.75
Central,Indiana,Bloomington,Furnishings,NULL,3,127.95,21.75
Central,Indiana,Bloomington,Paper,"Xerox 1954",6,31.68,14.26
Central,Indiana,Bloomington,Paper,"Xerox 213",5,32.4,15.55
Central,Indiana,Bloomington,Paper,NULL,11,64.08,29.810000000000002
Central,Indiana,Bloomington,Phones,"Plantronics Encore H101 Dual Earpieces?Headset",3,134.85,37.76
Central,Indiana,Bloomington,Phones,NULL,3,134.85,37.76
Central,Indiana,Bloomington,Storage,"File Shuttle II and Handi-File, Black",5,169.45,42.36
Central,Indiana,Bloomington,Storage,NULL,5,169.45,42.36
Central,Indiana,Bloomington,NULL,NULL,31,603.8,182.76999999999998
Central,Indiana,Columbus,Accessories,"Case Logic 2.4GHz Wireless Keyboard",4,199.96,16
Central,Indiana,Columbus,Accessories,"Logitech?P710e Mobile Speakerphone",3,99.39,40.75
Central,Indiana,Columbus,Accessories,"Maxell 4.7GB DVD+R 5/Pack",2,1.98,0.89
Central,Indiana,Columbus,Accessories,NULL,9,301.33000000000004,57.64
Central,Indiana,Columbus,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",2,209.3,56.51
Central,Indiana,Columbus,Appliances,"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup",2,465.16,120.94
Central,Indiana,Columbus,Appliances,"Kensington 6 Outlet Guardian Standard Surge Protector",3,61.44,16.59
Central,Indiana,Columbus,Appliances,NULL,7,735.9000000000001,194.04
Central,Indiana,Columbus,Art,"Newell 328",7,40.88,10.63
Central,Indiana,Columbus,Art,"Sanford Liquid Accent Highlighters",5,33.4,12.36
Central,Indiana,Columbus,Art,NULL,12,74.28,22.990000000000002
Central,Indiana,Columbus,Binders,"GBC DocuBind P100 Manual Binding Machine",3,497.94,224.07
Central,Indiana,Columbus,Binders,"Ibico Hi-Tech Manual Binding System",3,914.97,411.74
Central,Indiana,Columbus,Binders,"Pressboard Covers with Storage Hooks, 9 1/2" x 11""",1,4.91,2.31
Central,Indiana,Columbus,Binders,"Satellite Sectional Post Binders",1,43.41,19.97
Central,Indiana,Columbus,Binders,NULL,8,1461.2300000000002,658.0899999999999
Central,Indiana,Columbus,Chairs,"Hon Multipurpose Stacking Arm Chairs",7,1,394.21
Central,Indiana,Columbus,Chairs,NULL,7,1,394.21
Central,Indiana,Columbus,Envelopes,"Staple envelope",6,70.08,35.04
Central,Indiana,Columbus,Envelopes,"Tyvek Side-Opening Peel & Seel Expanding Envelopes",2,180.96,81.43
Central,Indiana,Columbus,Envelopes,NULL,8,251.04000000000002,116.47
Central,Indiana,Columbus,Furnishings,"Eldon Wave Desk Accessories",3,6.24,2.62
Central,Indiana,Columbus,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1,2.91,1.37
Central,Indiana,Columbus,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36" x 48"""",2,121.3,25.47
Central,Indiana,Columbus,Furnishings,NULL,6,130.45,29.46
Central,Indiana,Columbus,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",1,7.98,3.99
Central,Indiana,Columbus,Paper,"Ampad Poly Cover Wirebound Steno Book, 6" x 9"" Assorted Colors",2,9.08,4.09
Central,Indiana,Columbus,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2" x 7"""",7,63.77,28.7
Central,Indiana,Columbus,Paper,"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)",3,14.94,7.32
Central,Indiana,Columbus,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2,75.88,35.66
Central,Indiana,Columbus,Paper,"Southworth 100% R谷sum谷 Paper, 24lb.",5,38.9,17.51
Central,Indiana,Columbus,Paper,"Wirebound Message Books, 2 7/8" x 5""",4,28.16,13.24
Central,Indiana,Columbus,Paper,"Xerox 188",3,34.02,16.67
Central,Indiana,Columbus,Paper,"Xerox 189",3,314.55,150.98
Central,Indiana,Columbus,Paper,"Xerox 1909",6,158.28,72.81
Central,Indiana,Columbus,Paper,"Xerox 1910",2,96.08,46.12
Central,Indiana,Columbus,Paper,NULL,38,841.64,397.09
Central,Indiana,Columbus,Phones,"Aastra 57i VoIP phone",9,1,378.17
Central,Indiana,Columbus,Phones,"Panasonic KX T7731-B Digital phone",3,587.97,158.75
Central,Indiana,Columbus,Phones,"Spigen Samsung Galaxy S5 Case Wallet",3,50.97,13.25
Central,Indiana,Columbus,Phones,NULL,15,639.94,550.1700000000001
Central,Indiana,Columbus,Storage,"Recycled Eldon Regeneration Jumbo File",2,24.56,6.88
Central,Indiana,Columbus,Storage,"Tennsco 6- and 18-Compartment Lockers",2,530.34,95.46
Central,Indiana,Columbus,Storage,NULL,4,554.9,102.33999999999999
Central,Indiana,Columbus,NULL,NULL,114,4991.710000000001,2522.5
Central,Indiana,Elkhart,Accessories,"Maxell 4.7GB DVD-RW 3/Pack",5,159.75,11.18
Central,Indiana,Elkhart,Accessories,NULL,5,159.75,11.18
Central,Indiana,Elkhart,Art,"Quartet Omega Colored Chalk, 12/Pack",2,11.68,5.49
Central,Indiana,Elkhart,Art,NULL,2,11.68,5.49
Central,Indiana,Elkhart,NULL,NULL,7,171.43,16.67
Central,Indiana,Greenwood,Chairs,"Global Commerce Series High-Back Swivel/Tilt Chairs",5,1,356.23
Central,Indiana,Greenwood,Chairs,NULL,5,1,356.23
Central,Indiana,Greenwood,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6" x 9""",1,4.41,2.03
Central,Indiana,Greenwood,Paper,"Easy-staple paper",3,167.94,82.29
Central,Indiana,Greenwood,Paper,"Strathmore Photo Mount Cards",10,67.8,31.19
Central,Indiana,Greenwood,Paper,NULL,14,240.14999999999998,115.51
Central,Indiana,Greenwood,NULL,NULL,19,241.14999999999998,471.74
Central,Indiana,Indianapolis,Accessories,"Logitech?MX Performance Wireless Mouse",3,119.67,44.28
Central,Indiana,Indianapolis,Accessories,"Maxell?LTO Ultrium - 800 GB",3,83.97,15.95
Central,Indiana,Indianapolis,Accessories,NULL,6,203.64,60.230000000000004
Central,Indiana,Indianapolis,Appliances,"Acco 6 Outlet Guardian Premium Plus Surge Suppressor",3,54.96,15.94
Central,Indiana,Indianapolis,Appliances,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",8,2,793.72
Central,Indiana,Indianapolis,Appliances,NULL,11,56.96,809.6600000000001
Central,Indiana,Indianapolis,Art,"Manco Dry-Lighter Erasable Highlighter",8,24.32,8.27
Central,Indiana,Indianapolis,Art,"Model L Table or Wall-Mount Pencil Sharpener",7,125.93,35.26
Central,Indiana,Indianapolis,Art,NULL,15,150.25,43.53
Central,Indiana,Indianapolis,Binders,"Cardinal Slant-D Ring Binders",2,17.38,8.69
Central,Indiana,Indianapolis,Binders,"Economy Binders",5,10.4,5.1
Central,Indiana,Indianapolis,Binders,"Fellowes PB200 Plastic Comb Binding Machine",1,169.99,78.2
Central,Indiana,Indianapolis,Binders,"Ibico Ibimaster 300 Manual Binding System",3,1,496.79
Central,Indiana,Indianapolis,Binders,"Premium Transparent Presentation Covers by GBC",6,125.88,60.42
Central,Indiana,Indianapolis,Binders,NULL,17,324.65,649.1999999999999
Central,Indiana,Indianapolis,Chairs,"Hon 4070 Series Pagoda Round Back Stacking Chairs",6,1,539.25
Central,Indiana,Indianapolis,Chairs,NULL,6,1,539.25
Central,Indiana,Indianapolis,Copiers,"Hewlett Packard 610 Color Digital Copier / Printer",2,999.98,449.99
Central,Indiana,Indianapolis,Copiers,NULL,2,999.98,449.99
Central,Indiana,Indianapolis,Labels,"Avery 475",9,133.2,66.6
Central,Indiana,Indianapolis,Labels,"Avery 476",3,12.39,5.7
Central,Indiana,Indianapolis,Labels,"Avery 487",1,3.69,1.73
Central,Indiana,Indianapolis,Labels,NULL,13,149.27999999999997,74.03
Central,Indiana,Indianapolis,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",5,33.45,15.39
Central,Indiana,Indianapolis,Paper,"Xerox 226",4,25.92,12.44
Central,Indiana,Indianapolis,Paper,NULL,9,59.370000000000005,27.83
Central,Indiana,Indianapolis,Storage,"Carina Mini System Audio Rack, Model AR050B",4,443.92,13.32
Central,Indiana,Indianapolis,Storage,"Fellowes Staxonsteel Drawer Files",2,386.34,54.09
Central,Indiana,Indianapolis,Storage,"Fellowes Stor/Drawer Steel Plus Storage Drawers",2,190.86,11.45
Central,Indiana,Indianapolis,Storage,"SAFCO Boltless Steel Shelving",8,909.12,9.09
Central,Indiana,Indianapolis,Storage,NULL,16,1930.24,87.95
Central,Indiana,Indianapolis,NULL,NULL,95,3875.3700000000003,2741.6699999999996
Central,Indiana,"La Porte",Appliances,"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",2,37.68,10.55
Central,Indiana,"La Porte",Appliances,NULL,2,37.68,10.55
Central,Indiana,"La Porte",Art,"Newell 332",7,20.58,5.56
Central,Indiana,"La Porte",Art,NULL,7,20.58,5.56
Central,Indiana,"La Porte",Binders,"Cardinal Slant-D Ring Binders",2,17.38,8.69
Central,Indiana,"La Porte",Binders,NULL,2,17.38,8.69
Central,Indiana,"La Porte",Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",8,287.52,129.38
Central,Indiana,"La Porte",Envelopes,NULL,8,287.52,129.38
Central,Indiana,"La Porte",Furnishings,"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",5,526.45,31.59
Central,Indiana,"La Porte",Furnishings,"Westinghouse Clip-On Gooseneck Lamps",5,41.85,10.88
Central,Indiana,"La Porte",Furnishings,NULL,10,568.3000000000001,42.47
Central,Indiana,"La Porte",Paper,"Xerox 1896",2,19.98,8.99
Central,Indiana,"La Porte",Paper,NULL,2,19.98,8.99
Central,Indiana,"La Porte",Phones,"Plantronics Cordless?Phone Headset?with In-line Volume - M214C",2,69.9,18.87
Central,Indiana,"La Porte",Phones,NULL,2,69.9,18.87
Central,Indiana,"La Porte",NULL,NULL,33,1021.34,224.51000000000002
Central,Indiana,Lafayette,Art,"Newell 341",5,21.4,6.21
Central,Indiana,Lafayette,Art,"Stanley Bostitch Contemporary Electric Pencil Sharpeners",2,33.96,9.51
Central,Indiana,Lafayette,Art,NULL,7,55.36,15.719999999999999
Central,Indiana,Lafayette,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11""",7,34.37,16.84
Central,Indiana,Lafayette,Binders,"Ibico Ibimaster 300 Manual Binding System",2,735.98,331.19
Central,Indiana,Lafayette,Binders,NULL,9,770.35,348.03
Central,Indiana,Lafayette,Copiers,"Canon imageCLASS 2200 Advanced Copier",5,17,8
Central,Indiana,Lafayette,Copiers,NULL,5,17,8
Central,Indiana,Lafayette,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3,5.94,0
Central,Indiana,Lafayette,Fasteners,NULL,3,5.94,0
Central,Indiana,Lafayette,Furnishings,"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",5,526.45,31.59
Central,Indiana,Lafayette,Furnishings,NULL,5,526.45,31.59
Central,Indiana,Lafayette,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",5,277.4,133.15
Central,Indiana,Lafayette,Paper,"Xerox 196",1,5.78,2.83
Central,Indiana,Lafayette,Paper,NULL,6,283.17999999999995,135.98000000000002
Central,Indiana,Lafayette,Storage,"Acco Perma 4000 Stacking Storage Drawers",2,32.48,4.87
Central,Indiana,Lafayette,Storage,"Adjustable Personal File Tote",5,81.4,21.16
Central,Indiana,Lafayette,Storage,"Tennsco Single-Tier Lockers",1,375.34,18.77
Central,Indiana,Lafayette,Storage,NULL,8,489.21999999999997,44.8
Central,Indiana,Lafayette,NULL,NULL,43,2147.5,584.12
Central,Indiana,Lawrence,Accessories,"Imation Bio 2GB USB?Flash Drive Imation?Corp",3,393.54,165.29
Central,Indiana,Lawrence,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",6,155.34,55.92
Central,Indiana,Lawrence,Accessories,NULL,9,548.88,221.20999999999998
Central,Indiana,Lawrence,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",5,19.75,5.14
Central,Indiana,Lawrence,Appliances,"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge",9,638.73,166.07
Central,Indiana,Lawrence,Appliances,NULL,14,658.48,171.20999999999998
Central,Indiana,Lawrence,Art,"Crayola Anti Dust Chalk, 12/Pack",6,10.92,4.91
Central,Indiana,Lawrence,Art,"Prismacolor Color Pencil Set",2,39.68,16.27
Central,Indiana,Lawrence,Art,NULL,8,50.6,21.18
Central,Indiana,Lawrence,Binders,"Avery Poly Binder Pockets",3,10.74,5.16
Central,Indiana,Lawrence,Binders,"Premium Transparent Presentation Covers by GBC",5,104.9,50.35
Central,Indiana,Lawrence,Binders,NULL,8,115.64,55.510000000000005
Central,Indiana,Lawrence,Labels,"Avery 503",5,51.75,24.84
Central,Indiana,Lawrence,Labels,NULL,5,51.75,24.84
Central,Indiana,Lawrence,Machines,"Ricoh - Ink Collector Unit for GX3000 Series Printers",2,83.9,22.65
Central,Indiana,Lawrence,Machines,NULL,2,83.9,22.65
Central,Indiana,Lawrence,Paper,"Xerox 1895",6,35.88,16.15
Central,Indiana,Lawrence,Paper,NULL,6,35.88,16.15
Central,Indiana,Lawrence,NULL,NULL,52,1545.1300000000006,532.75
Central,Indiana,Mishawaka,Binders,"Green Canvas Binder for 8-1/2" x 14"" Sheets"",3,128.4,64.2
Central,Indiana,Mishawaka,Binders,NULL,3,128.4,64.2
Central,Indiana,Mishawaka,Chairs,"Global Geo Office Task Chair, Gray",8,647.84,32.39
Central,Indiana,Mishawaka,Chairs,NULL,8,647.84,32.39
Central,Indiana,Mishawaka,NULL,NULL,11,776.24,96.59
Central,Indiana,"New Albany",Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",6,38.22,17.96
Central,Indiana,"New Albany",Binders,NULL,6,38.22,17.96
Central,Indiana,"New Albany",Chairs,"Global Leather Task Chair, Black",1,89.99,17.1
Central,Indiana,"New Albany",Chairs,NULL,1,89.99,17.1
Central,Indiana,"New Albany",Furnishings,"Longer-Life Soft White Bulbs",2,6.16,2.96
Central,Indiana,"New Albany",Furnishings,NULL,2,6.16,2.96
Central,Indiana,"New Albany",Labels,"Avery 485",6,75.18,35.33
Central,Indiana,"New Albany",Labels,NULL,6,75.18,35.33
Central,Indiana,"New Albany",NULL,NULL,15,209.54999999999998,73.35
Central,Indiana,"New Castle",Appliances,"Staple holder",7,60.69,16.39
Central,Indiana,"New Castle",Appliances,NULL,7,60.69,16.39
Central,Indiana,"New Castle",Phones,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",2,23.92,6.7
Central,Indiana,"New Castle",Phones,NULL,2,23.92,6.7
Central,Indiana,"New Castle",NULL,NULL,9,84.61,23.09
Central,Indiana,Noblesville,Binders,"GBC Standard Plastic Binding Systems' Combs",2,12.56,5.65
Central,Indiana,Noblesville,Binders,NULL,2,12.56,5.65
Central,Indiana,Noblesville,Phones,"AT&T 17929 Lendline Telephone",3,135.72,35.29
Central,Indiana,Noblesville,Phones,"Samsung Rugby III",4,263.96,71.27
Central,Indiana,Noblesville,Phones,NULL,7,399.67999999999995,106.56
Central,Indiana,Noblesville,Tables,"Balt Solid Wood Round Tables",6,2,241.1
Central,Indiana,Noblesville,Tables,NULL,6,2,241.1
Central,Indiana,Noblesville,NULL,NULL,15,414.24,353.31
Central,Indiana,Portage,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",2,16.28,6.51
Central,Indiana,Portage,Art,NULL,2,16.28,6.51
Central,Indiana,Portage,NULL,NULL,2,16.28,6.51
Central,Indiana,Richmond,Accessories,"Enermax Briskie RF Wireless Keyboard and Mouse Combo",3,62.31,22.43
Central,Indiana,Richmond,Accessories,"Imation?USB 2.0 Swivel?Flash Drive?USB?flash drive?- 4 GB - Pink",4,12.12,2.55
Central,Indiana,Richmond,Accessories,"Microsoft Sculpt Comfort Mouse",4,159.8,70.31
Central,Indiana,Richmond,Accessories,NULL,11,234.23000000000002,95.29
Central,Indiana,Richmond,Appliances,"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",11,207.24,58.03
Central,Indiana,Richmond,Appliances,NULL,11,207.24,58.03
Central,Indiana,Richmond,Art,"50 Colored Long Pencils",1,10.16,2.64
Central,Indiana,Richmond,Art,NULL,1,10.16,2.64
Central,Indiana,Richmond,Binders,"Avery Round Ring Poly Binders",4,11.36,5.57
Central,Indiana,Richmond,Binders,NULL,4,11.36,5.57
Central,Indiana,Richmond,Chairs,"Global Stack Chair with Arms, Black",1,29.98,8.09
Central,Indiana,Richmond,Chairs,"SAFCO Arco Folding Chair",3,828.6,240.29
Central,Indiana,Richmond,Chairs,NULL,4,858.58,248.38
Central,Indiana,Richmond,Envelopes,"Brown Kraft Recycled Envelopes",6,101.88,50.94
Central,Indiana,Richmond,Envelopes,"Laser & Ink Jet Business Envelopes",6,64.02,29.45
Central,Indiana,Richmond,Envelopes,NULL,12,165.89999999999998,80.39
Central,Indiana,Richmond,Fasteners,"Bagged Rubber Bands",2,2.52,0.1
Central,Indiana,Richmond,Fasteners,NULL,2,2.52,0.1
Central,Indiana,Richmond,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",2,18.96,8.53
Central,Indiana,Richmond,Furnishings,"DAX Cubicle Frames - 8x10",3,17.31,5.19
Central,Indiana,Richmond,Furnishings,"DAX Wood Document Frame",2,27.46,9.89
Central,Indiana,Richmond,Furnishings,"Master Caster Door Stop, Brown",4,20.32,6.91
Central,Indiana,Richmond,Furnishings,"Seth Thomas 13 1/2" Wall Clock"",4,71.12,22.05
Central,Indiana,Richmond,Furnishings,NULL,15,155.17000000000002,52.57
Central,Indiana,Richmond,Paper,"Ink Jet Note and Greeting Cards, 8-1/2" x 5-1/2"" Card Size"",1,22.48,10.34
Central,Indiana,Richmond,Paper,"Xerox 188",1,11.34,5.56
Central,Indiana,Richmond,Paper,"Xerox 1906",5,177.2,83.28
Central,Indiana,Richmond,Paper,NULL,7,211.01999999999998,99.18
Central,Indiana,Richmond,Phones,"ARKON Windshield Dashboard Air Vent Car Mount Holder",4,67.8,1.36
Central,Indiana,Richmond,Phones,"Innergie mMini Combo Duo USB Travel Charging Kit",2,89.98,43.19
Central,Indiana,Richmond,Phones,"Panasonic KX TS208W Corded phone",9,440.91,123.45
Central,Indiana,Richmond,Phones,"Plantronics Voyager Pro HD - Bluetooth Headset",4,259.96,124.78
Central,Indiana,Richmond,Phones,"Samsung Galaxy S4 Mini",4,1,545.19
Central,Indiana,Richmond,Phones,NULL,23,859.6500000000001,837.97
Central,Indiana,Richmond,Storage,"Letter Size Cart",5,714.3,207.15
Central,Indiana,Richmond,Storage,"Staple magnet",2,18.76,5.25
Central,Indiana,Richmond,Storage,"Tenex Personal Project File with Scoop Front Design, Black",5,67.4,17.52
Central,Indiana,Richmond,Storage,NULL,12,800.4599999999999,229.92000000000002
Central,Indiana,Richmond,Tables,"Hon 5100 Series Wood Tables",2,581.96,104.75
Central,Indiana,Richmond,Tables,"KI Adjustable-Height Table",3,257.94,67.06
Central,Indiana,Richmond,Tables,NULL,5,839.9000000000001,171.81
Central,Indiana,Richmond,NULL,NULL,107,4356.19,1881.85
Central,Indiana,"South Bend",Accessories,"Imation Bio 8GB USB?Flash Drive Imation?Corp",5,831.2,124.68
Central,Indiana,"South Bend",Accessories,NULL,5,831.2,124.68
Central,Indiana,"South Bend",Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",7,106.75,49.11
Central,Indiana,"South Bend",Envelopes,NULL,7,106.75,49.11
Central,Indiana,"South Bend",Paper,"Tops White Computer Printout Paper",2,97.82,45.98
Central,Indiana,"South Bend",Paper,"Xerox 1981",5,26.4,11.88
Central,Indiana,"South Bend",Paper,NULL,7,124.22,57.86
Central,Indiana,"South Bend",Storage,"Eldon Portable Mobile Manager",5,141.4,38.18
Central,Indiana,"South Bend",Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",1,34.76,9.73
Central,Indiana,"South Bend",Storage,NULL,6,176.16,47.91
Central,Indiana,"South Bend",NULL,NULL,25,1238.3300000000002,279.56
Central,Indiana,NULL,NULL,NULL,578,21692.869999999995,9990.990000000005
Central,Iowa,Burlington,Binders,"Wilson Jones Easy Flow II Sheet Lifters",3,5.4,2.59
Central,Iowa,Burlington,Binders,NULL,3,5.4,2.59
Central,Iowa,Burlington,Envelopes,"Pastel Pink Envelopes",1,7.28,3.49
Central,Iowa,Burlington,Envelopes,NULL,1,7.28,3.49
Central,Iowa,Burlington,Paper,"Recycled Desk Saver Line "While You Were Out"" Book",5,44.75,20.59
Central,Iowa,Burlington,Paper,NULL,5,44.75,20.59
Central,Iowa,Burlington,NULL,NULL,9,57.43,26.67
Central,Iowa,"Cedar Rapids",Phones,"Geemarc AmpliPOWER60",3,278.4,80.74
Central,Iowa,"Cedar Rapids",Phones,NULL,3,278.4,80.74
Central,Iowa,"Cedar Rapids",NULL,NULL,3,278.4,80.74
Central,Iowa,"Des Moines",Art,"Boston 19500 Mighty Mite Electric Pencil Sharpener",2,40.3,10.88
Central,Iowa,"Des Moines",Art,NULL,2,40.3,10.88
Central,Iowa,"Des Moines",Binders,"Cardinal EasyOpen D-Ring Binders",2,18.28,9.14
Central,Iowa,"Des Moines",Binders,"DXL Angle-View Binders with Locking Rings by Samsill",1,7.71,3.47
