RowID,OrderID,OrderDate,CustomerID,City,PostalCode,ProductID,ProductName,Sales,Quantity,Discount,Profit,Price
532,CA-2019-102848,2019-11-07,KB-16240,Los Angeles,90036,FUR-CH-10000595,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92,238.4
533,US-2021-129441,2021-09-07,JC-15340,Los Angeles,90032,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0,2.397,47.94
534,CA-2020-168753,2020-05-29,RL-19615,Montgomery,36116,TEC-PH-10000984,Panasonic KX-TG9471B,979.95,5,0,274.386,979.95
535,CA-2020-168753,2020-05-29,RL-19615,Montgomery,36116,OFF-BI-10002557,Presstex Flexible Ring Binders,22.75,5,0,11.375,22.75
536,CA-2020-126613,2020-07-10,AA-10375,Mesa,85204,OFF-ST-10001325,Sterilite Officeware Hinged File Box,16.77,2,0.2,1.4672,20.96
537,US-2021-122637,2021-09-03,EP-13915,Chicago,60653,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",42.62,7,0.8,-68.1856,213.08
538,CA-2019-147851,2019-12-03,MP-17470,New York City,10009,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.75,4,0.2,3.36,13.44
539,CA-2019-134894,2019-12-07,DK-12985,Henderson,42420,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,0,41.2938,152.94
540,CA-2019-134894,2019-12-07,DK-12985,Henderson,42420,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0,70.98,283.92
541,CA-2018-140795,2018-02-01,BD-11500,Green Bay,54302,TEC-AC-10001432,Enermax Aurora Lite Keyboard,468.9,6,0,206.316,468.9
542,CA-2020-136924,2020-07-14,ES-14080,Tucson,85705,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86,8,0.2,38.0864,476.08
543,US-2019-120161,2019-12-18,LM-17065,Springfield,45503,OFF-ST-10001809,Fellowes Officeware Wire Shelving,646.78,9,0.2,-145.5246,808.47
544,CA-2018-103849,2018-05-11,PG-18895,Fort Worth,76106,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,58.11,2,0.2,7.264,72.64
545,CA-2018-103849,2018-05-11,PG-18895,Fort Worth,76106,TEC-PH-10002597,Xblue XB-1670-86 X16 Small?Office Telephone?- Titanium,100.79,1,0.2,6.2995,125.99
546,CA-2018-103849,2018-05-11,PG-18895,Fort Worth,76106,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.11,4,0.6,-84.2928,165.28
547,CA-2021-162929,2021-11-19,AS-10135,New York City,10035,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,41.28,6,0.2,13.932,51.6
548,CA-2021-162929,2021-11-19,AS-10135,New York City,10035,OFF-PA-10002986,Xerox 1898,13.36,2,0,6.4128,13.36
549,CA-2019-113173,2019-11-15,DK-13225,Chicago,60653,OFF-ST-10000604,Home/Office Personal File Carts,250.27,9,0.2,15.642,312.84
550,CA-2019-113173,2019-11-15,DK-13225,Chicago,60653,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,11.36,3,0.8,-17.046,56.82
551,CA-2019-113173,2019-11-15,DK-13225,Chicago,60653,OFF-SU-10001935,Staple remover,8.72,5,0.2,-1.744,10.9
552,CA-2020-136406,2020-04-15,BD-11320,San Francisco,94110,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,1121.57,2,0.2,0,1401.96
553,CA-2021-112774,2021-09-11,RC-19960,Jacksonville,32216,FUR-FU-10003039,Howard Miller 11-1/2' Diameter Grantwood Wall Clock,34.5,1,0.2,6.0382,43.13
554,CA-2021-101945,2021-11-24,GT-14710,Houston,77070,OFF-FA-10004248,Advantus T-Pin Paper Clips,10.82,3,0.2,2.5707,13.53
555,CA-2021-100650,2021-06-29,DK-13225,Anaheim,92804,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0,310.9872,1295.78
556,CA-2018-155852,2018-03-03,AJ-10945,Wilmington,28403,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,19.46,4,0.2,3.4048,24.32
557,CA-2020-113243,2020-06-10,OT-18730,Los Angeles,90045,OFF-LA-10001297,Avery 473,20.7,2,0,9.936,20.7
558,CA-2020-113243,2020-06-10,OT-18730,Los Angeles,90045,FUR-TA-10004256,Bretford ?Just In Time? Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.048,1669.6
559,CA-2020-113243,2020-06-10,OT-18730,Los Angeles,90045,OFF-PA-10003441,Xerox 226,32.4,5,0,15.552,32.4
560,CA-2021-118731,2021-11-20,LP-17080,San Francisco,94110,FUR-FU-10003347,Coloredge Poster Frame,42.6,3,0,16.614,42.6
561,CA-2021-118731,2021-11-20,LP-17080,San Francisco,94110,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.06,7,0.2,27.3182,105.07
562,CA-2018-145576,2018-09-14,CA-12775,Tampa,33614,OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,5,0.2,1.3,16.25
563,CA-2018-145576,2018-09-14,CA-12775,Tampa,33614,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,13.13,3,0.2,3.7743,16.41
564,CA-2019-130736,2019-12-07,JF-15490,Seattle,98105,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,2,0,0,3.96
565,CA-2019-130736,2019-12-07,JF-15490,Seattle,98105,OFF-LA-10000634,Avery 509,2.61,1,0,1.2006,2.61
566,CA-2021-137099,2021-12-07,FP-14320,Los Angeles,90008,TEC-PH-10002496,Cisco SPA301,374.38,3,0.2,46.797,467.97
567,CA-2021-156951,2021-10-01,EB-13840,Seattle,98105,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,91.84,8,0,45.0016,91.84
568,CA-2021-156951,2021-10-01,EB-13840,Seattle,98105,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",81.09,7,0.2,27.3672,101.36
569,CA-2021-156951,2021-10-01,EB-13840,Seattle,98105,OFF-PA-10004451,Xerox 222,19.44,3,0,9.3312,19.44
570,CA-2021-156951,2021-10-01,EB-13840,Seattle,98105,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,451.15,3,0.2,0,563.94
571,CA-2021-164826,2021-12-28,JF-15415,New York City,10024,OFF-LA-10001297,Avery 473,72.45,7,0,34.776,72.45
572,CA-2021-164826,2021-12-28,JF-15415,New York City,10024,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,13.96,4,0,6.4216,13.96
573,CA-2021-164826,2021-12-28,JF-15415,New York City,10024,OFF-BI-10001922,Storex Dura Pro Binders,33.26,7,0.2,11.2266,41.58
574,CA-2021-164826,2021-12-28,JF-15415,New York City,10024,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3,0,4.0095,14.85
575,CA-2020-127250,2020-11-03,SF-20200,Marysville,98270,OFF-AR-10003394,Newell 332,8.82,3,0,2.3814,8.82
576,CA-2019-149713,2019-09-18,TG-21640,Long Beach,90805,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,160.72,14,0,78.7528,160.72
577,CA-2019-149713,2019-09-18,TG-21640,Long Beach,90805,OFF-PA-10001450,Rediform S.O.S. Phone Message Books,19.92,4,0,9.7608,19.92
578,CA-2019-149713,2019-09-18,TG-21640,Long Beach,90805,OFF-SU-10001574,Acme Value Line Scissors,7.3,2,0,2.19,7.3
579,CA-2021-118640,2021-07-20,CS-11950,Chicago,60610,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",69.71,2,0.2,8.714,87.14
580,CA-2021-118640,2021-07-20,CS-11950,Chicago,60610,FUR-FU-10001475,"Contract Clock, 14', Brown",8.79,1,0.6,-5.7148,21.98
581,CA-2019-132906,2019-09-10,CC-12145,Los Angeles,90004,OFF-SU-10004498,Martin-Yale Premier Letter Opener,51.52,4,0,1.5456,51.52
582,CA-2021-145233,2021-12-01,DV-13465,Denver,80219,TEC-PH-10004977,GE 30524EE4,470.38,3,0.2,52.9173,587.97
583,CA-2021-145233,2021-12-01,DV-13465,Denver,80219,TEC-PH-10000586,AT&T SB67148 SynJ,105.58,2,0.2,9.2386,131.98
584,CA-2021-145233,2021-12-01,DV-13465,Denver,80219,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,31.15,3,0.2,3.5046,38.94
585,CA-2021-145233,2021-12-01,DV-13465,Denver,80219,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.78,7,0.7,-4.7481,22.61
586,CA-2021-145233,2021-12-01,DV-13465,Denver,80219,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded?Headset,406.37,4,0.2,30.4776,507.96
587,CA-2019-128139,2019-07-03,BD-11725,Richmond,40475,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0,4.9686,70.98
588,CA-2019-128139,2019-07-03,BD-11725,Richmond,40475,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,0,144.5157,294.93
589,US-2020-156986,2020-03-20,ZC-21910,Salem,97301,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,84.78,2,0.2,-20.1362,105.98
590,US-2020-156986,2020-03-20,ZC-21910,Salem,97301,OFF-PA-10002005,Xerox 225,20.74,4,0.2,7.2576,25.92
591,US-2020-156986,2020-03-20,ZC-21910,Salem,97301,OFF-BI-10002498,Clear Mylar Reinforcing Strips,16.82,3,0.7,-12.8961,56.07
592,US-2020-156986,2020-03-20,ZC-21910,Salem,97301,OFF-PA-10004101,Xerox 1894,10.37,2,0.2,3.6288,12.96
593,CA-2018-135405,2018-01-09,MS-17830,Laredo,78041,OFF-AR-10004078,Newell 312,9.34,2,0.2,1.168,11.68
594,CA-2018-135405,2018-01-09,MS-17830,Laredo,78041,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75,39
595,CA-2018-131450,2018-08-08,LR-16915,San Diego,92024,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.0748,76.12
596,CA-2018-131450,2018-08-08,LR-16915,San Diego,92024,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,1199.98,3,0.2,434.9913,1499.97
597,CA-2018-131450,2018-08-08,LR-16915,San Diego,92024,TEC-PH-10002398,AT&T 1070 Corded Phone,445.96,5,0.2,55.745,557.45
598,CA-2018-131450,2018-08-08,LR-16915,San Diego,92024,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.7728,327.76
599,CA-2020-120180,2020-07-14,TP-21130,Philadelphia,19134,OFF-SU-10004115,Acme Stainless Steel Office Snips,11.63,2,0.2,1.0178,14.54
600,US-2020-100720,2020-07-16,CK-12205,Philadelphia,19120,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,143.98,3,0.4,-28.7964,239.97
601,US-2020-100720,2020-07-16,CK-12205,Philadelphia,19120,TEC-PH-10003963,GE 2-Jack Phone Line Splitter,494.38,4,0.4,-115.3544,823.96
602,US-2020-100720,2020-07-16,CK-12205,Philadelphia,19120,OFF-SU-10001574,Acme Value Line Scissors,5.84,2,0.2,0.73,7.3
603,CA-2018-149958,2018-03-15,AS-10240,Tampa,33614,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",142.78,1,0.2,17.847,178.47
604,CA-2018-149958,2018-03-15,AS-10240,Tampa,33614,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.7,3,0.2,5.1408,57.12
605,CA-2018-149958,2018-03-15,AS-10240,Tampa,33614,OFF-BI-10000773,Insertable Tab Post Binder Dividers,7.22,3,0.7,-5.5338,24.06
606,CA-2018-149958,2018-03-15,AS-10240,Tampa,33614,OFF-BI-10001543,GBC VeloBinder Manual Binding System,43.19,4,0.7,-31.6712,143.96
607,CA-2018-149958,2018-03-15,AS-10240,Tampa,33614,OFF-PA-10002120,Xerox 1889,131.9,3,0.2,47.8152,164.88
608,US-2018-105767,2018-05-23,AR-10510,Philadelphia,19134,OFF-BI-10000848,Angle-D Ring Binders,3.28,2,0.7,-2.6256,10.94
609,US-2018-105767,2018-05-23,AR-10510,Philadelphia,19134,OFF-AR-10001246,Newell 317,21.17,9,0.2,2.3814,26.46
610,US-2018-105767,2018-05-23,AR-10510,Philadelphia,19134,TEC-PH-10003092,Motorola L804,55.19,2,0.4,-10.1178,91.98
611,CA-2020-161816,2020-04-28,NB-18655,Dallas,75217,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,369.58,3,0.2,41.5773,461.97
612,CA-2020-161816,2020-04-28,NB-18655,Dallas,75217,OFF-LA-10004345,Avery 493,15.71,4,0.2,5.6956,19.64
613,CA-2020-121223,2020-09-11,GD-14590,Philadelphia,19143,OFF-PA-10001204,Xerox 1972,8.45,2,0.2,2.64,10.56
614,CA-2020-121223,2020-09-11,GD-14590,Philadelphia,19143,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,728.95,9,0.4,-157.9383,1214.91
615,CA-2021-138611,2021-11-14,CK-12595,Grove City,43123,TEC-PH-10000011,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992,199.9
616,CA-2021-138611,2021-11-14,CK-12595,Grove City,43123,OFF-BI-10002949,Prestige Round Ring Binders,3.65,2,0.7,-2.7968,12.16
617,CA-2021-117947,2021-08-18,NG-18355,New York City,10011,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872,40.48
618,CA-2021-117947,2021-08-18,NG-18355,New York City,10011,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814,9.94
619,CA-2021-117947,2021-08-18,NG-18355,New York City,10011,OFF-BI-10002824,Recycled Easel Ring Binders,107.42,9,0.2,33.57,134.28
620,CA-2021-117947,2021-08-18,NG-18355,New York City,10011,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,37.91,1,0,10.9939,37.91
621,CA-2021-117947,2021-08-18,NG-18355,New York City,10011,FUR-FU-10000521,Seth Thomas 14' Putty-Colored Wall Clock,88.02,3,0,27.2862,88.02
622,US-2018-111171,2018-12-26,CA-12265,Chicago,60610,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773,43.45
623,CA-2019-138009,2019-11-29,SF-20965,Dearborn,48126,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684,301.96
624,CA-2019-138009,2019-11-29,SF-20965,Dearborn,48126,OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901,616.9
625,CA-2019-138009,2019-11-29,SF-20965,Dearborn,48126,OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0,130.87,523.48
626,CA-2019-138009,2019-11-29,SF-20965,Dearborn,48126,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0,46.9278,161.82
627,CA-2021-163020,2021-09-15,MO-17800,New York City,10009,FUR-FU-10000221,"Master Caster Door Stop, Brown",35.56,7,0,12.0904,35.56
628,CA-2021-153787,2021-05-19,AT-10735,Seattle,98115,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0,28.1764,97.16
629,CA-2021-133431,2021-12-17,LC-17140,San Francisco,94122,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2' x 11', Executive Red",15.24,5,0.2,5.1435,19.05
630,CA-2021-133431,2021-12-17,LC-17140,San Francisco,94122,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6' x 9', Gregg Ruled",13.23,3,0,6.0858,13.23
631,US-2020-135720,2020-12-11,FM-14380,Aurora,80013,OFF-ST-10001963,Tennsco Regal Shelving Units,243.38,3,0.2,-51.7191,304.23
632,US-2020-135720,2020-12-11,FM-14380,Aurora,80013,TEC-AC-10001267,Imation?32GB Pocket Pro USB 3.0?Flash Drive?- 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,149.75
633,US-2020-135720,2020-12-11,FM-14380,Aurora,80013,TEC-PH-10002103,Jabra SPEAK 410,300.77,4,0.2,30.0768,375.96
634,CA-2021-144694,2021-09-24,BD-11605,Miami,33180,TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585,22.35
635,CA-2021-144694,2021-09-24,BD-11605,Miami,33180,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.94,3,0.2,85.5297,294.93
636,CA-2019-168004,2019-10-04,DJ-13420,Warner Robins,31088,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234,392.94
637,US-2020-123470,2020-08-15,ME-17725,Aurora,80013,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,18.88,3,0.7,-13.8468,62.94
638,US-2020-123470,2020-08-15,ME-17725,Aurora,80013,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.33,3,0.2,12.2328,152.91
639,CA-2020-115917,2020-05-20,RB-19465,Vallejo,94591,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792,1049.2
640,CA-2020-115917,2020-05-20,RB-19465,Vallejo,94591,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.42,4,0.2,5.0128,19.28
641,CA-2020-147067,2020-12-18,JD-16150,Minneapolis,55407,FUR-FU-10000732,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288,18.84
642,CA-2021-167913,2021-07-30,JL-15835,Mission Viejo,92691,OFF-ST-10000585,Economy Rollaway Files,330.4,2,0,85.904,330.4
643,CA-2021-167913,2021-07-30,JL-15835,Mission Viejo,92691,OFF-LA-10002787,Avery 480,26.25,7,0,12.6,26.25
644,CA-2021-106103,2021-06-10,SC-20305,Rochester Hills,48307,TEC-AC-10003832,Imation?16GB Mini TravelDrive USB 2.0?Flash Drive,132.52,4,0,54.3332,132.52
645,US-2021-127719,2021-07-21,TW-21025,Plainfield,7060,OFF-PA-10001934,Xerox 1993,6.48,1,0,3.1752,6.48
646,CA-2021-126221,2021-12-30,CC-12430,Columbus,47201,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0,56.511,209.3
647,CA-2020-103947,2020-04-01,BB-10990,Sierra Vista,85635,OFF-FA-10003112,Staples,31.56,5,0.2,9.8625,39.45
648,CA-2020-103947,2020-04-01,BB-10990,Sierra Vista,85635,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.14,2,0.2,3.0144,37.68
649,CA-2020-160745,2020-12-11,AR-10825,Vancouver,98661,FUR-FU-10001935,3M Hangers With Command Adhesive,14.8,4,0,6.068,14.8
650,CA-2020-160745,2020-12-11,AR-10825,Vancouver,98661,TEC-PH-10003273,AT&T TR1909W,302.38,3,0.2,22.6782,377.97
651,CA-2020-160745,2020-12-11,AR-10825,Vancouver,98661,TEC-AC-10001142,First Data FD10 PIN Pad,316,4,0,31.6,316
652,CA-2020-132661,2020-10-23,SR-20740,New York City,10024,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0,178.318,379.4
653,CA-2021-140844,2021-06-19,AR-10405,New York City,10035,OFF-PA-10003892,Xerox 1943,97.82,2,0,45.9754,97.82
654,CA-2021-140844,2021-06-19,AR-10405,New York City,10035,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0,10.312,103.12
655,CA-2020-137239,2020-08-22,CR-12730,Columbus,43229,OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.55,2,0.2,8.5164,141.94
656,CA-2020-137239,2020-08-22,CR-12730,Columbus,43229,OFF-BI-10002827,Avery Durable Poly Binders,3.32,2,0.7,-2.6544,11.06
657,CA-2020-137239,2020-08-22,CR-12730,Columbus,43229,OFF-EN-10002230,Airmail Envelopes,134.29,2,0.2,45.3222,167.86
658,US-2020-156097,2020-09-19,EH-14125,Aurora,60505,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,701.37,2,0.3,-50.098,1001.96
659,US-2020-156097,2020-09-19,EH-14125,Aurora,60505,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,2.31,2,0.8,-3.462,11.54
660,CA-2019-146563,2019-08-24,CB-12025,Arlington,76017,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",999.43,7,0.2,124.929,1249.29
661,CA-2019-146563,2019-08-24,CB-12025,Arlington,76017,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765,905.1
662,CA-2019-146563,2019-08-24,CB-12025,Arlington,76017,FUR-TA-10001768,Hon Racetrack Conference Tables,918.79,5,0.3,-118.1295,1312.55
663,CA-2019-146563,2019-08-24,CB-12025,Arlington,76017,OFF-BI-10003981,Avery Durable Plastic 1' Binders,2.72,3,0.8,-4.2222,13.62
664,CA-2020-123666,2020-03-26,SP-20545,New York City,10011,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,0,18.398,459.95
665,CA-2020-143308,2020-11-04,RC-19825,Louisville,40214,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626,10.74
666,CA-2021-132682,2021-06-08,TH-21235,Dallas,75081,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079,29.7
667,CA-2021-132682,2021-06-08,TH-21235,Dallas,75081,OFF-PA-10000474,Easy-staple paper,85.06,3,0.2,28.7064,106.32
668,CA-2021-132682,2021-06-08,TH-21235,Dallas,75081,TEC-PH-10004042,ClearOne Communications CHAT 70 OC?Speaker Phone,381.58,3,0.2,28.6182,476.97
669,CA-2018-156314,2018-12-24,RP-19390,Cleveland,44105,FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285,37.95
670,US-2021-106663,2021-06-09,MO-17800,Chicago,60653,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,23.98,3,0.6,-14.3856,59.94
671,US-2021-106663,2021-06-09,MO-17800,Chicago,60653,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.93,1,0.5,-71.8905,217.85
672,US-2021-106663,2021-06-09,MO-17800,Chicago,60653,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4'X8 1/2', 200/Messages",36.35,8,0.2,11.36,45.44
673,CA-2021-111178,2021-06-15,TD-20995,Quincy,62301,OFF-AR-10001954,Newell 331,19.56,5,0.2,1.7115,24.45
674,CA-2021-130351,2021-12-05,RB-19570,Columbus,47201,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888,61.44
675,CA-2021-130351,2021-12-05,RB-19570,Columbus,47201,OFF-PA-10002137,"Southworth 100% R?sum? Paper, 24lb.",38.9,5,0,17.505,38.9
676,CA-2021-130351,2021-12-05,RB-19570,Columbus,47201,TEC-AC-10003832,Imation?16GB Mini TravelDrive USB 2.0?Flash Drive,99.39,3,0,40.7499,99.39
677,US-2021-119438,2021-03-18,CD-11980,Tyler,75701,OFF-AP-10000804,Hoover Portapower Portable Vacuum,2.69,3,0.8,-7.392,13.44
678,US-2021-119438,2021-03-18,CD-11980,Tyler,75701,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.82,3,0.2,4.5201,34.77
679,US-2021-119438,2021-03-18,CD-11980,Tyler,75701,FUR-FU-10003553,Howard Miller 13-1/2' Diameter Rosebrook Wall Clock,82.52,3,0.6,-41.262,206.31
680,US-2021-119438,2021-03-18,CD-11980,Tyler,75701,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,182.99,3,0.8,-320.2395,914.97
681,CA-2020-164511,2020-11-19,DJ-13630,New York City,10024,OFF-BI-10003305,Avery Hanging File Binders,14.35,3,0.2,4.6644,17.94
682,CA-2020-164511,2020-11-19,DJ-13630,New York City,10024,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984,64.96
683,CA-2020-164511,2020-11-19,DJ-13630,New York City,10024,OFF-ST-10004507,Advantus Rolling Storage Box,68.6,4,0,18.522,68.6
684,US-2021-168116,2021-11-04,GT-14635,Burlington,27217,TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904,15999.96
685,US-2021-168116,2021-11-04,GT-14635,Burlington,27217,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651,209.3
686,CA-2018-157784,2018-07-05,MC-17845,Jackson,39212,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit?Smart WiFi Router,479.97,3,0,163.1898,479.97
687,CA-2018-157784,2018-07-05,MC-17845,Jackson,39212,OFF-LA-10001934,Avery 516,14.62,2,0,6.8714,14.62
688,CA-2018-157784,2018-07-05,MC-17845,Jackson,39212,OFF-PA-10000304,Xerox 1995,19.44,3,0,9.3312,19.44
689,CA-2021-161480,2021-12-25,RA-19285,New York City,10035,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.98,2,0.2,4.7996,239.98
690,US-2018-117135,2018-06-21,NP-18325,Waynesboro,22980,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614,104.01
691,US-2018-117135,2018-06-21,NP-18325,Waynesboro,22980,TEC-PH-10002033,Konftel 250 Conference?phone?- Charcoal black,284.82,1,0,74.0532,284.82
692,US-2018-117135,2018-06-21,NP-18325,Waynesboro,22980,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,36.84,3,0,10.3152,36.84
693,CA-2019-131534,2019-03-28,AB-10165,Los Angeles,90036,TEC-AC-10002253,Imation Bio 8GB USB?Flash Drive Imation?Corp,166.24,1,0,24.936,166.24
694,CA-2019-131534,2019-03-28,AB-10165,Los Angeles,90036,OFF-PA-10000743,Xerox 1977,33.4,5,0,16.032,33.4
695,CA-2019-119291,2019-05-14,JO-15550,Chester,19013,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",198.27,8,0.2,17.3488,247.84
696,CA-2019-119291,2019-05-14,JO-15550,Chester,19013,OFF-LA-10002312,Avery 490,47.36,4,0.2,17.76,59.2
697,CA-2019-119291,2019-05-14,JO-15550,Chester,19013,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,7,0.2,62.8075,251.23
698,CA-2019-119291,2019-05-14,JO-15550,Chester,19013,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.7,4,0.2,31.7512,122.12
699,CA-2019-119291,2019-05-14,JO-15550,Chester,19013,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.7,1,0.2,0.8088,3.37
700,CA-2019-119291,2019-05-14,JO-15550,Chester,19013,OFF-BI-10001575,GBC Linen Binding Covers,18.59,2,0.7,-13.6312,61.96
701,CA-2019-119291,2019-05-14,JO-15550,Chester,19013,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,4.9,3,0.7,-3.4272,16.32
