Order No,Order ID,Customer ID,Postal Code,Product ID
1359,CA-2021-160045,LB-16735,76106,FUR-FU-10000010
1360,US-2018-151925,KT-16465,90049,FUR-CH-10002961
1361,CA-2021-125199,HM-14860,19120,OFF-AR-10002956
1362,CA-2021-125199,HM-14860,19120,OFF-PA-10004041
1363,CA-2021-125199,HM-14860,19120,TEC-PH-10001336
1364,US-2021-155425,AB-10600,85705,OFF-BI-10001036
1365,US-2021-155425,AB-10600,85705,TEC-MA-10003183
1366,US-2021-155425,AB-10600,85705,TEC-AC-10001314
1367,US-2021-155425,AB-10600,85705,TEC-PH-10002563
1368,US-2021-155425,AB-10600,85705,FUR-CH-10003312
1369,CA-2021-133249,SZ-20035,90660,FUR-FU-10001588
1370,US-2019-103471,JR-15670,80906,FUR-BO-10002613
1371,US-2019-103471,JR-15670,80906,OFF-AR-10003405
1372,CA-2021-136672,MG-17890,20735,TEC-AC-10004510
1373,US-2018-157021,KM-16720,94591,OFF-LA-10002312
1374,US-2018-157021,KM-16720,94591,OFF-BI-10000042
1375,CA-2019-120362,CA-12265,84604,FUR-TA-10003008
1376,CA-2018-126361,VD-21670,84062,OFF-AP-10003590
1377,CA-2018-126361,VD-21670,84062,OFF-PA-10000806
1378,CA-2018-126361,VD-21670,84062,OFF-AR-10000896
1379,CA-2018-126361,VD-21670,84062,TEC-PH-10002310
1380,CA-2018-126361,VD-21670,84062,OFF-ST-10002289
1381,CA-2018-126361,VD-21670,84062,OFF-BI-10002852
1382,US-2020-100566,JK-16120,60505,FUR-FU-10003394
1383,US-2020-108504,PP-18955,30080,OFF-ST-10002344
1384,US-2020-108504,PP-18955,30080,OFF-PA-10001289
1385,US-2020-108504,PP-18955,30080,OFF-FA-10000053
1386,US-2020-108504,PP-18955,30080,FUR-FU-10004091
1387,US-2020-108504,PP-18955,30080,FUR-BO-10004015
1388,US-2020-108504,PP-18955,30080,OFF-EN-10003001
1389,US-2020-108504,PP-18955,30080,TEC-PH-10000215
1390,US-2020-108504,PP-18955,30080,TEC-PH-10003645
1391,US-2020-108504,PP-18955,30080,OFF-PA-10000357
1392,US-2020-108504,PP-18955,30080,OFF-ST-10004804
1393,US-2020-108504,PP-18955,30080,OFF-PA-10003892
1394,CA-2021-124828,YS-21880,27217,OFF-AR-10003514
1395,US-2021-117247,CK-12760,60505,FUR-TA-10002958
1396,US-2021-117247,CK-12760,60505,FUR-TA-10001676
1397,CA-2020-124485,NC-18340,10035,OFF-BI-10000822
1398,CA-2020-124485,NC-18340,10035,OFF-PA-10004971
1399,CA-2020-124485,NC-18340,10035,TEC-AC-10002323
1400,CA-2020-124485,NC-18340,10035,OFF-PA-10004888
1401,CA-2020-159212,KM-16375,24153,TEC-PH-10003988
1402,CA-2020-159212,KM-16375,24153,OFF-EN-10002230
1403,US-2020-161396,GM-14455,43229,FUR-TA-10002622
1404,US-2020-161396,GM-14455,43229,OFF-PA-10000418
1405,US-2018-118486,SD-20485,19143,OFF-SU-10004498
1406,US-2018-118486,SD-20485,19143,FUR-TA-10001039
1407,US-2018-118486,SD-20485,19143,TEC-AC-10004659
1408,CA-2020-130407,KD-16270,10024,OFF-AR-10002240
1409,CA-2020-130407,KD-16270,10024,FUR-FU-10001967
1410,US-2020-122245,AB-10105,85023,FUR-TA-10002356
1411,CA-2021-105144,SZ-20035,75051,OFF-LA-10003923
1412,CA-2020-136329,JD-15895,10035,FUR-CH-10002335
1413,CA-2020-136329,JD-15895,10035,FUR-FU-10000723
1414,CA-2018-146640,HA-14905,10024,OFF-BI-10002867
1415,CA-2021-115994,BT-11305,92627,TEC-AC-10000580
1416,CA-2021-115994,BT-11305,92627,FUR-FU-10003976
1417,CA-2019-126697,SV-20815,77041,TEC-PH-10002922
1418,CA-2019-126697,SV-20815,77041,TEC-AC-10004353
1419,CA-2019-126697,SV-20815,77041,FUR-FU-10001706
1420,CA-2019-124800,RW-19540,85204,OFF-PA-10000501
1421,CA-2019-124800,RW-19540,85204,OFF-BI-10000778
1422,CA-2019-124800,RW-19540,85204,OFF-AP-10004980
1423,CA-2019-124800,RW-19540,85204,OFF-BI-10003984
1424,CA-2019-124800,RW-19540,85204,OFF-ST-10000798
1425,CA-2019-124800,RW-19540,85204,TEC-PH-10001750
1426,CA-2019-124800,RW-19540,85204,OFF-ST-10002743
1427,US-2019-164448,DK-12835,93905,OFF-BI-10002949
1428,US-2019-164448,DK-12835,93905,OFF-EN-10002600
1429,US-2019-164448,DK-12835,93905,OFF-BI-10003708
1430,US-2019-164448,DK-12835,93905,OFF-LA-10003510
1431,CA-2021-122700,LT-17110,43229,TEC-PH-10003092
1432,CA-2018-120768,IM-15070,35630,OFF-BI-10001191
1433,CA-2018-120768,IM-15070,35630,OFF-SU-10004115
1434,CA-2018-120768,IM-15070,35630,FUR-CH-10000513
1435,US-2020-153129,FP-14320,98105,OFF-PA-10003673
1436,CA-2021-106852,ST-20530,44134,OFF-PA-10001639
1437,CA-2021-106852,ST-20530,44134,OFF-AR-10003829
1438,CA-2019-139731,JE-15745,79109,TEC-AC-10004975
1439,CA-2019-139731,JE-15745,79109,FUR-CH-10002024
1440,CA-2021-122735,BD-11320,02908,OFF-BI-10004364
1441,CA-2021-122735,BD-11320,02908,OFF-PA-10001712
1442,CA-2021-128160,MM-17920,94110,OFF-BI-10001510
1443,CA-2021-117695,PW-19030,40475,OFF-PA-10002713
1444,CA-2019-166135,SC-20440,80013,OFF-ST-10002974
1445,CA-2020-133725,KL-16645,60623,TEC-PH-10004165
1446,CA-2021-102337,SD-20485,60653,OFF-ST-10004804
1447,CA-2021-102337,SD-20485,60653,FUR-CH-10004289
1448,CA-2021-102337,SD-20485,60653,TEC-PH-10002564
1449,US-2018-112564,TS-21160,19134,OFF-BI-10004876
1450,CA-2019-145821,JB-15400,90008,TEC-PH-10004348
1451,US-2019-160150,TS-21085,85023,OFF-BI-10004352
1452,CA-2020-133711,MC-17425,36608,OFF-PA-10001685
1453,CA-2020-133711,MC-17425,36608,OFF-BI-10000666
1454,CA-2020-133711,MC-17425,36608,OFF-BI-10004352
1455,CA-2020-133711,MC-17425,36608,TEC-MA-10000010
1456,CA-2021-148474,ME-17320,31907,OFF-BI-10000977
1457,CA-2021-148474,ME-17320,31907,FUR-TA-10002530
1458,CA-2019-111297,SC-20440,02740,OFF-BI-10002412
1459,CA-2020-123722,NH-18610,75061,OFF-LA-10001569
1460,CA-2018-155271,AA-10480,06457,FUR-FU-10001473
1461,CA-2019-119907,LC-17140,98103,OFF-BI-10001765
1462,US-2020-128902,MB-18085,08360,FUR-TA-10001095
1463,CA-2020-152289,LC-16930,77506,TEC-AC-10004571
1464,CA-2020-152289,LC-16930,77506,FUR-CH-10002126
1465,US-2020-104794,KD-16495,10009,OFF-FA-10001754
1466,CA-2018-151708,MB-17305,85301,FUR-FU-10001602
1467,CA-2018-151708,MB-17305,85301,TEC-AC-10001767
1468,CA-2019-100769,TH-21550,32216,TEC-AC-10002402
1469,CA-2021-139199,DK-12835,48234,FUR-CH-10000847
1470,CA-2021-139199,DK-12835,48234,OFF-BI-10003982
1471,CA-2021-139199,DK-12835,48234,OFF-PA-10001293
1472,US-2019-161466,ON-18715,19120,OFF-AR-10000634
1473,CA-2021-164959,KN-16390,90004,OFF-LA-10004272
1474,US-2019-105676,NM-18520,77036,FUR-FU-10004270
1475,CA-2020-113138,NP-18685,14304,OFF-AR-10003770
1476,CA-2020-113138,NP-18685,14304,OFF-BI-10000320
1477,US-2021-104955,CG-12040,10024,OFF-LA-10003121
1478,CA-2020-121958,CS-12505,27360,OFF-SU-10000381
1479,CA-2021-121468,KD-16345,92683,TEC-PH-10000376
1480,US-2020-108455,MK-18160,94122,OFF-PA-10002262
1481,US-2020-108455,MK-18160,94122,OFF-PA-10002464
1482,US-2020-108455,MK-18160,94122,OFF-ST-10002214
1483,CA-2021-101210,DW-13540,38301,OFF-AR-10003560
1484,CA-2021-101210,DW-13540,38301,OFF-PA-10000130
1485,US-2020-108098,CP-12340,98115,TEC-AC-10000865
1486,CA-2018-119032,MS-17770,10035,OFF-FA-10003021
1487,CA-2019-140410,CM-12655,90008,TEC-PH-10003580
1488,CA-2019-140410,CM-12655,90008,TEC-AC-10001109
1489,CA-2019-140410,CM-12655,90008,FUR-FU-10003347
1490,CA-2018-136280,Co-12640,19143,OFF-LA-10000452
1491,CA-2021-151911,DL-13495,10024,OFF-EN-10002986
1492,CA-2021-166436,TS-21370,10035,OFF-PA-10001838
1493,CA-2021-166436,TS-21370,10035,FUR-CH-10000785
1494,CA-2021-139661,JW-15220,98661,FUR-FU-10002885
1495,CA-2018-123925,RF-19840,31907,OFF-AR-10002952
1496,CA-2021-152485,JD-15790,75019,OFF-AR-10003759
1497,CA-2021-152485,JD-15790,75019,OFF-ST-10004950
1498,CA-2021-152485,JD-15790,75019,OFF-AR-10001940
1499,CA-2020-141586,NK-18490,94122,OFF-BI-10003981
1500,CA-2021-130386,NG-18430,78745,OFF-PA-10002749
1501,CA-2021-130386,NG-18430,78745,OFF-PA-10003823
1502,CA-2021-130386,NG-18430,78745,OFF-ST-10003716
1503,CA-2020-100468,AT-10435,90045,TEC-PH-10001300
1504,CA-2020-100468,AT-10435,90045,FUR-FU-10000010
1505,CA-2019-153388,PC-19000,90004,OFF-AR-10001868
1506,CA-2019-153388,PC-19000,90004,FUR-TA-10003715
1507,CA-2021-154935,AR-10540,10024,OFF-BI-10003708
1508,CA-2020-134208,CS-12505,31907,TEC-MA-10004458
1509,CA-2021-108294,LS-16975,68104,OFF-BI-10004965
1510,CA-2021-103611,JM-15535,90036,FUR-FU-10004270
1511,CA-2021-100384,NH-18610,91767,OFF-AR-10002135
1512,CA-2021-100384,NH-18610,91767,OFF-AR-10003514
1513,CA-2021-112809,RA-19915,75220,OFF-ST-10002276
1514,CA-2021-112809,RA-19915,75220,OFF-BI-10001098
1515,CA-2021-112809,RA-19915,75220,OFF-BI-10001636
1516,US-2021-160759,AI-10855,19120,FUR-CH-10002961
1517,CA-2021-148446,MC-17845,89031,FUR-TA-10004256
1518,CA-2018-111059,TB-21400,98105,OFF-BI-10004593
1519,CA-2018-111059,TB-21400,98105,OFF-BI-10002827
1520,CA-2021-116204,VW-21775,94110,OFF-BI-10001759
1521,CA-2021-109946,PL-18925,60610,OFF-AR-10001419
1522,CA-2019-144806,GH-14425,85705,FUR-FU-10002253
1523,CA-2019-144806,GH-14425,85705,OFF-PA-10002586
1524,CA-2019-144806,GH-14425,85705,OFF-PA-10003039
1525,CA-2019-144806,GH-14425,85705,OFF-ST-10004804
1526,CA-2019-144806,GH-14425,85705,OFF-AR-10004042
1527,CA-2020-122392,CJ-12010,18103,OFF-AR-10002221
1528,CA-2020-122392,CJ-12010,18103,FUR-FU-10002456
1529,CA-2019-148432,MC-18130,19711,OFF-FA-10004968
1530,CA-2019-148432,MC-18130,19711,OFF-PA-10001274
1531,CA-2019-103793,BV-11245,33142,OFF-PA-10001125
1532,CA-2021-159884,JF-15490,85281,OFF-ST-10000344
1533,CA-2021-159884,JF-15490,85281,OFF-FA-10000585
1534,CA-2020-139885,EB-13840,10035,OFF-ST-10003324
1535,CA-2021-124086,MP-18175,92677,FUR-BO-10004015
1536,CA-2020-112389,JM-15655,08302,OFF-ST-10000419
1537,CA-2020-112389,JM-15655,08302,OFF-AP-10001626
1538,CA-2021-121888,CL-11890,02149,TEC-PH-10000439
1539,CA-2021-121888,CL-11890,02149,OFF-AR-10003478
1540,CA-2021-121888,CL-11890,02149,FUR-BO-10002545
1541,CA-2021-121888,CL-11890,02149,OFF-BI-10001765
1542,CA-2018-166884,CK-12205,43229,FUR-FU-10003981
1543,CA-2018-166884,CK-12205,43229,OFF-FA-10001561
1544,CA-2018-107181,DB-13270,92101,OFF-BI-10004230
1545,CA-2018-107181,DB-13270,92101,OFF-PA-10000350
1546,CA-2018-150245,PC-18745,13601,FUR-BO-10002613
1547,CA-2019-111395,VB-21745,78207,OFF-PA-10000994
1548,CA-2019-111395,VB-21745,78207,OFF-BI-10002867
1549,CA-2019-111395,VB-21745,78207,OFF-ST-10001291
1550,CA-2018-134278,EP-13915,10011,TEC-CO-10001046
1551,US-2021-124926,ME-17320,77095,OFF-AP-10004868
1552,CA-2020-159345,IG-15085,92101,OFF-PA-10000806
1553,CA-2018-130274,JS-15940,54915,OFF-LA-10002195
1554,CA-2021-158386,BO-11425,40475,OFF-BI-10003719
1555,CA-2019-111507,VW-21775,98006,OFF-AR-10001315
1556,CA-2021-120761,AB-10150,11561,TEC-AC-10000171
1557,CA-2020-109176,JW-16075,19140,OFF-EN-10003134
1558,CA-2020-109176,JW-16075,19140,OFF-AR-10001955
1559,CA-2019-112116,JE-15475,98103,FUR-TA-10001039
1560,CA-2020-126809,EB-13750,98103,OFF-BI-10003712
1561,CA-2018-105172,PK-18910,94109,OFF-LA-10001641
1562,CA-2021-107293,CS-12400,98115,OFF-AR-10003732
1563,US-2021-102890,SG-20470,10011,FUR-TA-10000577
1564,CA-2019-158554,CM-12190,19134,OFF-PA-10004000
1565,CA-2018-116239,CL-12565,29203,OFF-ST-10001370
1566,CA-2019-132101,JO-15550,98105,TEC-PH-10004539
1567,CA-2019-129112,AW-10840,75002,TEC-AC-10003038
1568,CA-2019-129112,AW-10840,75002,OFF-BI-10000088
1569,US-2021-152002,DV-13465,90004,OFF-PA-10000357
1570,CA-2021-165029,AH-10075,30318,OFF-AR-10003504
1571,US-2018-157385,SC-20095,90004,FUR-CH-10000863
1572,US-2018-157385,SC-20095,90004,OFF-EN-10003160
1573,US-2018-157385,SC-20095,90004,TEC-AC-10003280
1574,US-2018-157385,SC-20095,90004,FUR-CH-10000595
1575,CA-2018-101602,MC-18100,79907,TEC-PH-10000169
1576,CA-2018-101602,MC-18100,79907,FUR-CH-10004675
1577,CA-2020-109057,TT-21460,60505,OFF-ST-10002406
1578,CA-2020-154403,AP-10720,35630,OFF-PA-10001526
1579,CA-2020-102456,DL-12865,10011,OFF-AP-10004336
1580,CA-2019-131338,NP-18325,10024,TEC-PH-10003012
1581,CA-2019-131338,NP-18325,10024,FUR-TA-10002607
1582,CA-2019-131338,NP-18325,10024,OFF-ST-10000642
1583,CA-2019-131338,NP-18325,10024,OFF-BI-10000545
1584,CA-2019-131338,NP-18325,10024,FUR-FU-10002157
1585,CA-2019-131338,NP-18325,10024,FUR-FU-10001706
1586,CA-2019-131338,NP-18325,10024,TEC-PH-10000984
1587,CA-2019-131338,NP-18325,10024,OFF-PA-10001357
1588,CA-2019-131338,NP-18325,10024,OFF-FA-10000992
1589,CA-2019-131338,NP-18325,10024,TEC-AC-10002600
1590,CA-2020-109911,VG-21805,23464,OFF-AR-10001662
1591,US-2020-132423,MY-18295,76051,OFF-AR-10001221
1592,US-2020-132423,MY-18295,76051,OFF-FA-10002988
1593,CA-2019-122826,RD-19480,98502,TEC-PH-10004830
1594,CA-2018-117317,JF-15490,90032,OFF-PA-10004519
1595,CA-2019-118423,DP-13390,61604,FUR-BO-10000362
1596,CA-2021-149181,MD-17350,43229,FUR-CH-10004540
1597,CA-2021-132234,MY-17380,10011,FUR-FU-10001290
1598,CA-2021-158876,AB-10150,75007,OFF-PA-10000308
1599,CA-2021-158876,AB-10150,75007,OFF-SU-10001165
1600,CA-2021-158876,AB-10150,75007,OFF-AR-10003373
1601,CA-2021-158876,AB-10150,75007,FUR-FU-10001967
1602,CA-2020-164672,GB-14530,19901,FUR-FU-10001488
1603,US-2020-132857,CA-12775,37167,OFF-AR-10003251
1604,CA-2021-116645,ME-17725,19711,OFF-AR-10001044
1605,US-2020-115819,JO-15280,90049,TEC-PH-10004700
1606,US-2020-115819,JO-15280,90049,OFF-AR-10000823
1607,US-2020-115819,JO-15280,90049,OFF-AR-10004456
1608,US-2020-115819,JO-15280,90049,OFF-BI-10000050
1609,US-2020-115819,JO-15280,90049,OFF-PA-10002377
1610,US-2020-115819,JO-15280,90049,OFF-BI-10000591
1611,CA-2018-156349,ML-17395,90008,FUR-BO-10000362
1612,CA-2018-156349,ML-17395,90008,TEC-PH-10000441
1613,CA-2018-156349,ML-17395,90008,TEC-PH-10002726
1614,CA-2021-138380,YS-21880,94601,OFF-ST-10003306
1615,US-2020-113509,PL-18925,19143,TEC-AC-10004855
1616,CA-2019-130022,JK-16120,55122,OFF-LA-10002787
1617,CA-2019-130022,JK-16120,55122,OFF-LA-10002043
1618,CA-2019-130022,JK-16120,55122,OFF-AR-10001915
1619,US-2020-118780,PN-18775,10011,OFF-ST-10000352
1620,US-2020-118780,PN-18775,10011,OFF-PA-10000575
1621,CA-2021-108560,JC-15385,98031,FUR-FU-10002937
1622,CA-2021-108560,JC-15385,98031,OFF-LA-10003930
1623,CA-2021-108560,JC-15385,98031,OFF-BI-10001107
1624,CA-2021-108560,JC-15385,98031,TEC-AC-10003063
1625,CA-2019-157084,JG-15160,90049,TEC-PH-10002922
1626,CA-2019-157084,JG-15160,90049,TEC-AC-10002049
1627,CA-2019-164539,PO-19180,10011,OFF-AP-10002457
1628,CA-2019-143119,MC-17275,70506,FUR-CH-10001270
1629,CA-2021-101049,AS-10240,44105,FUR-FU-10004415
1630,CA-2021-101049,AS-10240,44105,OFF-BI-10001510
1631,CA-2020-106530,CL-12565,44105,OFF-ST-10002011
1632,CA-2020-106530,CL-12565,44105,OFF-PA-10002986
1633,CA-2020-106530,CL-12565,44105,OFF-PA-10004451
1634,CA-2020-106530,CL-12565,44105,OFF-ST-10000649
1635,CA-2020-106530,CL-12565,44105,TEC-AC-10001465
1636,CA-2018-168984,NW-18400,97224,OFF-PA-10001166
1637,CA-2018-168984,NW-18400,97224,OFF-ST-10001097
1638,CA-2018-168984,NW-18400,97224,TEC-PH-10000038
1639,CA-2020-157266,TB-21280,20016,OFF-PA-10002689
1640,CA-2020-157266,TB-21280,20016,OFF-BI-10004728
1641,CA-2020-157266,TB-21280,20016,OFF-PA-10004675
1642,CA-2020-157266,TB-21280,20016,FUR-FU-10000629
1643,US-2018-134712,BS-11380,60076,OFF-FA-10003112
1644,CA-2019-111829,FH-14365,98115,OFF-ST-10000142
1645,CA-2019-111829,FH-14365,98115,TEC-CO-10001766
1646,CA-2019-111829,FH-14365,98115,OFF-PA-10004359
1647,CA-2019-105221,VM-21685,19140,TEC-AC-10002323
1648,CA-2019-105221,VM-21685,19140,OFF-FA-10001135
1649,CA-2019-120341,SF-20200,19143,OFF-BI-10004224
1650,CA-2019-120341,SF-20200,19143,TEC-PH-10003357
1651,CA-2018-135699,HH-15010,94110,OFF-PA-10004475
1652,CA-2018-135699,HH-15010,94110,OFF-PA-10003001
1653,US-2021-132444,CD-12280,98105,OFF-ST-10003442
1654,US-2021-132444,CD-12280,98105,TEC-AC-10003832
1655,US-2021-132444,CD-12280,98105,OFF-FA-10000611
1656,US-2021-132444,CD-12280,98105,OFF-BI-10001116
1657,US-2021-132444,CD-12280,98105,OFF-ST-10000563
1658,CA-2018-127159,HL-15040,53209,FUR-FU-10000010
1659,CA-2021-161809,TH-21100,90045,TEC-PH-10004922
1660,CA-2021-127285,MM-18055,98115,OFF-BI-10004330
1661,CA-2021-127285,MM-18055,98115,OFF-BI-10002072
1662,CA-2021-144526,QJ-19255,19143,TEC-PH-10002549
1663,CA-2021-144526,QJ-19255,19143,OFF-BI-10002353
1664,CA-2020-128531,NS-18505,75217,OFF-ST-10001325
1665,CA-2020-128531,NS-18505,75217,TEC-AC-10002049
1666,CA-2020-128531,NS-18505,75217,OFF-FA-10002676
1667,CA-2020-128531,NS-18505,75217,TEC-AC-10003023
1668,CA-2020-128531,NS-18505,75217,OFF-PA-10000167
1669,CA-2020-128531,NS-18505,75217,OFF-AR-10003405
1670,US-2019-157154,MM-17920,10011,FUR-TA-10001889
1671,CA-2021-159457,RD-19480,77095,TEC-PH-10002185
1672,CA-2020-107615,RB-19645,89031,TEC-AC-10001013
1673,CA-2021-111647,RD-19585,75023,TEC-PH-10002726
1674,CA-2019-150560,SW-20455,23434,OFF-LA-10003930
1675,CA-2019-143077,SF-20965,77041,FUR-FU-10003535
1676,CA-2019-143077,SF-20965,77041,OFF-BI-10000088
1677,CA-2020-122728,EB-13930,94110,OFF-ST-10000604
1678,CA-2020-122728,EB-13930,94110,OFF-PA-10004040
1679,CA-2018-122882,SB-20290,19134,OFF-ST-10002344
1680,CA-2018-122882,SB-20290,19134,TEC-PH-10003589
1681,CA-2018-122882,SB-20290,19134,FUR-FU-10000758
1682,CA-2018-122882,SB-20290,19134,TEC-MA-10004679
1683,US-2020-101497,PS-18760,90008,OFF-PA-10000176
1684,CA-2020-147585,CB-12535,94110,FUR-FU-10002597
1685,CA-2021-149489,DK-12835,19143,OFF-AP-10002495
1686,CA-2021-149489,DK-12835,19143,OFF-BI-10002813
1687,CA-2021-149489,DK-12835,19143,OFF-BI-10002414
1688,CA-2021-143798,AW-10840,19140,OFF-PA-10000788
1689,CA-2021-143798,AW-10840,19140,FUR-FU-10004306
1690,CA-2018-142839,TS-21610,19143,FUR-TA-10001539
1691,CA-2021-129833,HF-14995,46203,OFF-PA-10000575
1692,CA-2021-129833,HF-14995,46203,OFF-BI-10004182
1693,US-2020-154361,HZ-14950,43229,FUR-FU-10004020
1694,US-2020-158708,AB-10255,75023,TEC-AC-10003133
1695,CA-2019-156335,PO-19195,07002,TEC-AC-10002006
1696,CA-2019-156335,PO-19195,07002,OFF-BI-10003314
1697,CA-2019-156335,PO-19195,07002,TEC-PH-10002726
1698,CA-2019-148376,AG-10900,90008,OFF-AP-10000240
1699,CA-2019-148376,AG-10900,90008,OFF-LA-10002381
1700,CA-2018-135657,SC-20725,98115,FUR-TA-10004086
1701,CA-2019-114069,ND-18370,10035,OFF-BI-10000320
1702,CA-2019-114069,ND-18370,10035,FUR-CH-10000595
1703,CA-2019-114069,ND-18370,10035,OFF-PA-10000349
1704,CA-2018-139857,CD-12790,92037,OFF-FA-10001843
1705,CA-2020-106306,PG-18820,85301,OFF-BI-10003676
1706,CA-2019-100545,IM-15070,19120,OFF-BI-10003638
1707,CA-2021-123491,JK-15205,94122,OFF-LA-10003077
1708,CA-2021-123491,JK-15205,94122,TEC-PH-10003505
1709,CA-2021-123491,JK-15205,94122,OFF-PA-10003424
1710,CA-2021-123491,JK-15205,94122,FUR-CH-10003061
1711,CA-2021-123491,JK-15205,94122,OFF-AR-10003514
1712,CA-2021-123491,JK-15205,94122,OFF-AP-10002684
1713,CA-2019-145401,JP-15520,77070,OFF-PA-10004405
1714,US-2021-124968,MM-18055,60610,FUR-TA-10004289
1715,CA-2021-104003,DC-13285,94110,FUR-BO-10003965
1716,CA-2020-154788,JL-15835,10011,OFF-BI-10003314
1717,CA-2020-169943,BN-11515,10011,OFF-AP-10001563
1718,CA-2020-169943,BN-11515,10011,OFF-ST-10004123
1719,CA-2020-169943,BN-11515,10011,FUR-FU-10002088
1720,CA-2020-169943,BN-11515,10011,FUR-FU-10000010
1721,CA-2020-169943,BN-11515,10011,OFF-BI-10002824
1722,US-2019-123218,KD-16345,60623,TEC-PH-10001061
1723,US-2019-123218,KD-16345,60623,TEC-AC-10000736
1724,US-2019-123218,KD-16345,60623,FUR-BO-10003966
1725,CA-2019-127453,JK-15370,19143,OFF-AP-10000828
1726,CA-2019-127453,JK-15370,19143,OFF-AP-10002906
1727,CA-2019-127453,JK-15370,19143,OFF-AP-10003860
1728,US-2021-164056,FM-14215,43017,FUR-TA-10001307
1729,CA-2020-106894,CA-12265,22153,TEC-AC-10003063
1730,CA-2020-106894,CA-12265,22153,OFF-LA-10001045
1731,CA-2018-125136,KD-16495,28314,OFF-PA-10001457
1732,CA-2018-125136,KD-16495,28314,OFF-PA-10001804
1733,US-2020-131149,LH-17155,75081,OFF-ST-10000689
1734,US-2020-131149,LH-17155,75081,OFF-AR-10002135
1735,CA-2021-101483,AG-10675,28540,OFF-AP-10002082
1736,CA-2021-101483,AG-10675,28540,TEC-PH-10003442
1737,CA-2021-101483,AG-10675,28540,OFF-AR-10002833
1738,CA-2019-130204,DB-13120,94122,OFF-ST-10001325
1739,CA-2019-130204,DB-13120,94122,TEC-AC-10003038
1740,CA-2019-130204,DB-13120,94122,TEC-AC-10003590
1741,CA-2018-110527,ED-13885,92037,OFF-LA-10000262
1742,CA-2021-152807,MC-18100,19140,OFF-PA-10004355
1743,CA-2021-152807,MC-18100,19140,FUR-FU-10004415
1744,CA-2021-152807,MC-18100,19140,OFF-ST-10002486
1745,CA-2021-152807,MC-18100,19140,TEC-AC-10001142
1746,CA-2018-133270,BM-11785,14609,OFF-AR-10002656
1747,CA-2020-155670,EM-14065,28540,OFF-BI-10000138
1748,CA-2020-155670,EM-14065,28540,OFF-PA-10004947
1749,US-2018-157406,DA-13450,77095,OFF-PA-10003543
1750,US-2018-157406,DA-13450,77095,OFF-AR-10002221
1751,CA-2019-139094,MO-17800,78207,FUR-TA-10004607
1752,CA-2021-168837,JW-15955,94601,FUR-FU-10001918
1753,CA-2021-116715,VW-21775,94122,OFF-ST-10004340
1754,CA-2021-116715,VW-21775,94122,OFF-PA-10004475
1755,CA-2021-116715,VW-21775,94122,OFF-PA-10003893
1756,CA-2019-135622,TT-21460,76106,OFF-PA-10000100
1757,CA-2019-135622,TT-21460,76106,TEC-PH-10001817
1758,US-2019-107349,SL-20155,77095,OFF-BI-10001765
1759,CA-2018-139017,RM-19375,77095,TEC-AC-10001013
1760,CA-2018-141817,MB-18085,19143,OFF-AR-10003478
1761,CA-2019-130785,AG-10900,92105,FUR-BO-10000330
1762,CA-2019-130785,AG-10900,92105,OFF-BI-10001900
1763,CA-2019-130785,AG-10900,92105,FUR-BO-10003159
1764,CA-2020-110254,ML-17755,23434,OFF-SU-10002573
1765,CA-2020-110254,ML-17755,23434,OFF-LA-10004484
1766,CA-2020-110254,ML-17755,23434,FUR-FU-10001591
1767,CA-2020-110254,ML-17755,23434,OFF-LA-10002034
1768,US-2018-158057,CC-12685,27405,OFF-BI-10004410
1769,US-2018-158057,CC-12685,27405,OFF-BI-10002735
1770,CA-2021-146024,SC-20770,75081,OFF-SU-10001935
1771,CA-2021-146024,SC-20770,75081,OFF-BI-10003291
1772,CA-2020-129686,GG-14650,60623,OFF-ST-10004337
1773,CA-2020-129686,GG-14650,60623,TEC-AC-10001266
1774,CA-2018-118976,MY-18295,21215,OFF-BI-10001628
1775,CA-2018-118976,MY-18295,21215,OFF-ST-10000877
1776,CA-2018-118976,MY-18295,21215,OFF-AR-10004752
1777,CA-2018-118976,MY-18295,21215,OFF-LA-10000452
1778,CA-2019-105347,DP-13000,90004,OFF-PA-10000675
1779,CA-2019-105347,DP-13000,90004,OFF-AR-10003045
1780,CA-2020-124667,BD-11770,10011,TEC-AC-10003447
1781,CA-2020-124667,BD-11770,10011,OFF-ST-10002276
1782,CA-2019-111094,CB-12535,02038,OFF-PA-10001609
1783,CA-2019-111094,CB-12535,02038,OFF-BI-10001597
1784,CA-2021-166317,JE-15610,53209,OFF-PA-10004475
1785,CA-2021-166317,JE-15610,53209,TEC-AC-10004510
1786,CA-2021-166317,JE-15610,53209,OFF-BI-10002976
1787,CA-2021-166317,JE-15610,53209,TEC-PH-10001615
1788,CA-2019-154326,RP-19855,53142,TEC-PH-10001819
1789,CA-2019-154326,RP-19855,53142,TEC-PH-10000560
1790,CA-2019-154326,RP-19855,53142,TEC-AC-10004568
1791,CA-2018-102008,RA-19915,10011,OFF-PA-10004092
1792,CA-2018-120474,RP-19390,53711,FUR-CH-10001854
1793,CA-2018-120474,RP-19390,53711,OFF-AR-10000475
1794,CA-2018-104773,TB-21175,77041,OFF-ST-10000777
1795,CA-2020-140774,BE-11455,66062,OFF-AR-10004022
1796,US-2021-139465,MR-17545,10024,OFF-ST-10002352
1797,US-2021-139465,MR-17545,10024,TEC-PH-10000455
